"","School","Address","City","Zip","AddressFull","Public","County","Dist","Name","Color1","Color2","Color3","Enrollment","Conf","Mascot","Enr_Class","lon","lat"
"400","COLONEL CRAWFORD","2303 State Route 602","North Robinson","44856","2303 State Route 602, North Robinson, OH 44856","PUBLIC","Crawford","Northwest","NORTH ROBINSON COLONEL CRAWFORD","BLACK","GOLD",NA,110,"Northern 10 Conference","EAGLES","(AA)",-82.855413,40.79039
"402","THURGOOD MARSHALL","4447 HOOVER AVE","DAYTON","45417","4447 HOOVER AVE, DAYTON, OH 45417","PUBLIC","Montgomery","Southwest","DAY. THURGOOD MARSHALL","PURPLE","VEGAS GOLD","WHITE",285,"Dayton City League","COUGARS","(AA)",-84.261184,39.7628246
"404","COLUMBIA","14168 W RIVER RD","COLUMBIA STATION","44028-9430","14168 W RIVER RD, COLUMBIA STATION, OH 44028-9430","PUBLIC","Lorain","Northeast","COLUMBIA STATION COLUMBIA","KELLY GREEN","WHITE",NA,121,"","RAIDERS","(A)",-81.923732,41.311195
"406","COLUMBIAN","300 S MONROE ST","TIFFIN","44883-2906","300 S MONROE ST, TIFFIN, OH 44883-2906","PUBLIC","Seneca","Northwest","TIFFIN COLUMBIAN","BLUE","GOLD",NA,332,"Sandusky Bay Conference","TORNADOES","(AAA)",-83.1797857,41.1090652
"408","COLUMBIANA","700 COLUMBIANA WATERFORD","COLUMBIANA","44408-1310","700 COLUMBIANA WATERFORD, COLUMBIANA, OH 44408-1310","PUBLIC","Columbiana","Northeast","COLUMBIANA","RED","WHITE",NA,126,"Northwest Ohio Athletic League","CLIPPERS","(A)",-80.6824617,40.8804818
"410","COLUMBUS ACADEMY","4300 CHERRY BOTTOM RD","GAHANNA","43230-1724","4300 CHERRY BOTTOM RD, GAHANNA, OH 43230-1724","PRIVATE","Franklin","Central","GAHANNA COLS. ACAD.","MAROON","GRAY",NA,152,"Mid-State League","VIKINGS","(A)",-82.8833858,40.0489344
"412","COLUMBUS GROVE","201 W CROSS ST","COLUMBUS GROVE","45830-1237","201 W CROSS ST, COLUMBUS GROVE, OH 45830-1237","PUBLIC","Putnam","Northwest","COLUMBUS GROVE","SCARLET","GRAY",NA,116,"Northwest Conference","BULLDOGS","(AA)",-84.0560854,40.9216636
"416","CONNEAUT","381 MILL ST","CONNEAUT","44030-2439","381 MILL ST, CONNEAUT, OH 44030-2439","PUBLIC","Ashtabula","Northeast","CONNEAUT","NAVY","GOLD","WHITE",227,"INDEPENDENT","SPARTANS","(AA)",-80.5617262,41.9467423
"418","CONOTTON VALLEY","7205 CUMBERLAND RD SW","BOWERSTON","44695-9632","7205 CUMBERLAND RD SW, BOWERSTON, OH 44695-9632","PUBLIC","Harrison","East","BOWERSTON CONOTTON VALLEY","GREEN","GOLD","WHITE",68,"","ROCKETS","(A)",-81.218821,40.46303
"422","COPLEY","3807 RIDGEWOOD RD","COPLEY","44321-1630","3807 RIDGEWOOD RD, COPLEY, OH 44321-1630","PUBLIC","Summit","Northeast","COPLEY","NAVY","GOLD",NA,415,"","INDIANS","(AAA)",-81.649346,41.112801
"424","CORY-RAWSON","3930 COUNTY ROAD 26","RAWSON","45881-9676","3930 COUNTY ROAD 26, RAWSON, OH 45881-9676","PUBLIC","Hancock","Northwest","RAWSON CORY-RAWSON","GREEN","GOLD",NA,70,"Blanchard Valley Conference","HORNETS","(A)",-83.805496,40.937742
"426","COSHOCTON","1205 CAMBRIDGE ROAD","COSHOCTON","43812-2742","1205 CAMBRIDGE ROAD, COSHOCTON, OH 43812-2742","PUBLIC","Coshocton","East","COSHOCTON","RED","BLACK",NA,170,"Greater Miami Conference","REDSKINS","(AA)",-81.8456308,40.2582311
"428","COVENTRY","1135 PORTAGE LAKES DRIVE","AKRON","44319","1135 PORTAGE LAKES DRIVE, AKRON, OH 44319","PUBLIC","Summit","Northeast","AKRON COVENTRY","BLUE","GOLD",NA,296,"Portage Trail Conference","COMETS","(AA)",-81.553558,41.0064399
"430","COVINGTON","807 CHESTNUT ST","COVINGTON","45318-1760","807 CHESTNUT ST, COVINGTON, OH 45318-1760","PUBLIC","Miami","Southwest","COVINGTON","BLACK","WHITE",NA,114,"Cross County Conference","BUCCS","(A)",-84.342006,40.1191699
"432","CRESTLINE","435 OLDFIELD RD","CRESTLINE","44827-9782","435 OLDFIELD RD, CRESTLINE, OH 44827-9782","PUBLIC","Crawford","Northwest","CRESTLINE","BLUE","WHITE",NA,92,"Mid-Buckeye Conference","BULLDOGS","(A)",-82.7428476,40.7991935
"434","CRESTVIEW","1575 STATE ROUTE 96","ASHLAND","44805","1575 STATE ROUTE 96, ASHLAND, OH 44805","PUBLIC","Richland","Northwest","ASHLAND CRESTVIEW","RED","BLACK",NA,149,"Licking County League","COUGARS","(AA)",-82.458029,40.891866
"436","CRESTVIEW","44100 CRESTVIEW RD, STE B","COLUMBIANA","44408-9554","44100 CRESTVIEW RD, STE B, COLUMBIANA, OH 44408-9554","PUBLIC","Columbiana","Northeast","COLUMBIANA CRESTVIEW","BLACK","GOLD",NA,153,"All-American Conference","REBELS","(A)",-80.6678867,40.8430632
"438","CRESTVIEW","531 E TULLY STREET","CONVOY","45832","531 E TULLY STREET, CONVOY, OH 45832","PUBLIC","Van_Wert","Northwest","CONVOY CRESTVIEW","BLUE","WHITE","RED",104,"Northwest Conference","KNIGHTS","(AA)",-84.7016126,40.9167516
"440","CRESTWOOD","10919 N MAIN ST","MANTUA","44255-9624","10919 N MAIN ST, MANTUA, OH 44255-9624","PUBLIC","Portage","Northeast","MANTUA CRESTWOOD","RED","GRAY",NA,199,"","RED DEVILS","(AA)",-81.2259249,41.2887917
"442","CROOKSVILLE","4075 CERAMIC WAY","CROOKSVILLE","43731-1015","4075 CERAMIC WAY, CROOKSVILLE, OH 43731-1015","PUBLIC","Perry","Southeast","CROOKSVILLE","RED","BLACK",NA,134,"Muskingum Valley League","CERAMICS","(AA)",-82.0884183,39.7444267
"444","CUYAHOGA FALLS","2300 4TH ST","CUYAHOGA FALLS","44221-2520","2300 4TH ST, CUYAHOGA FALLS, OH 44221-2520","PUBLIC","Summit","Northeast","CUYAHOGA FALLS","BLACK","GOLD",NA,564,"","BLACK TIGERS","(AAA)",-81.4874655,41.1394062
"446","CUYAHOGA HEIGHTS","4820 E 71ST STREET","Cuyahoga Heights","44125-1043","4820 E 71ST STREET, Cuyahoga Heights, OH 44125-1043","PUBLIC","Cuyahoga","Northeast","CUYAHOGA HTS.","SCARLET","GRAY",NA,89,"Chagrin Valley Conference","REDSKINS","(A)",-81.6435526,41.4277357
"448","CUYAHOGA VALLEY CHRISTIAN ACADEMY","4687 WYOGA LAKE RD","CUYAHOGA FALLS","44224-1011","4687 WYOGA LAKE RD, CUYAHOGA FALLS, OH 44224-1011","PRIVATE","Summit","Northeast","CUYAHOGA FALLS CUYAHOGA VALLEY CHRISTIAN ACAD.","ROYAL BLUE","WHITE","BLACK",240,"Principals Athletic Conference","ROYALS","(AA)",-81.49307,41.196486
"450","DALTON","177 N. Mill St N","DALTON","44618","177 N. Mill St N, DALTON, OH 44618","PUBLIC","Wayne","Northeast","DALTON","ORANGE","BLACK",NA,98,"","BULLDOGS","(A)",-81.6959482,40.8035076
"452","DANBURY","9451 E HARBOR RD","LAKESIDE","43440-1310","9451 E HARBOR RD, LAKESIDE, OH 43440-1310","PUBLIC","Ottawa","Northwest","LAKESIDE DANBURY","BLUE","WHITE",NA,55,"Toledo Area Athletic Conference","LAKERS","(A)",-82.756038,41.536096
"454","DANVILLE","10 RAMBO STREET","DANVILLE","43014-0030","10 RAMBO STREET, DANVILLE, OH 43014-0030","PUBLIC","Knox","Central","DANVILLE","BLUE","WHITE",NA,75,"Knox Morrow Athletic Conference","BLUE DEVILS","(A)",-82.2616398,40.4473063
"456","DAVID ANDERSON","260 W PINE ST","LISBON","44432-1104","260 W PINE ST, LISBON, OH 44432-1104","PUBLIC","Columbiana","Northeast","LISBON DAVID ANDERSON","BLUE","WHITE",NA,95,"Northwest Ohio Athletic League","BLUE DEVILS","(A)",-80.7725341,40.7754336
"458","DAWSON-BRYANT","1 HORNET LANE","COAL GROVE","45638","1 HORNET LANE, COAL GROVE, OH 45638","PUBLIC","Lawrence","Southeast","COAL GROVE DAWSON-BRYANT","BLACK","WHITE","RED",115,"","HORNETS","(A)",-82.6458721,38.5031842
"460","DAYTON CHRISTIAN","9391 WASHINGTON CHURCH RD","MIAMISBURG","45342","9391 WASHINGTON CHURCH RD, MIAMISBURG, OH 45342","PRIVATE","Montgomery","Southwest","MIAMISBURG DAY. CHRISTIAN","PURPLE","GOLD","WHITE",117,"Metro Buckeye Conference","WARRIORS","(A)",-84.2109163,39.6143014
"462","DEER PARK","8351 PLAINFIELD ROAD","CINCINNATI","45236-2445","8351 PLAINFIELD ROAD, CINCINNATI, OH 45236-2445","PUBLIC","Hamilton","Southwest","CIN. DEER PARK","SCARLET","GRAY",NA,129,"Cincinnati Hills League","WILDCATS","(A)",-84.3994311,39.2105806
"464","DEFIANCE","1755 PALMER DR","DEFIANCE","43512-3422","1755 PALMER DR, DEFIANCE, OH 43512-3422","PUBLIC","Defiance","Northwest","DEFIANCE","ROYAL BLUE","WHITE",NA,327,"Western Buckeye League","BULLDOGS","(AAA)",-84.3596269,41.2640775
"466","DELTA","605 TAYLOR ST","DELTA","43515-1045","605 TAYLOR ST, DELTA, OH 43515-1045","PUBLIC","Fulton","Northwest","DELTA","GREEN","WHITE",NA,139,"Northwest Ohio Athletic League","PANTHERS","(AA)",-84.0000508,41.5827313
"470","DIXIE","300 FULS RD","NEW LEBANON","45345-9739","300 FULS RD, NEW LEBANON, OH 45345-9739","PUBLIC","Montgomery","Southwest","NEW LEBANON DIXIE","SCARLET","GRAY",NA,147,"","GREYHOUNDS","(A)",-84.4026789,39.7418726
"472","DOVER","520 N. WALNUT ST","DOVER","44622-2834","520 N. WALNUT ST, DOVER, OH 44622-2834","PUBLIC","Tuscarawas","East","DOVER","Crimson","GRAY",NA,376,"East Central Ohio League","CRIMSON TORNADOES","(AAA)",-81.4817046,40.5233054
"474","DUBLIN COFFMAN","6780 COFFMAN RD","DUBLIN","43017-1027","6780 COFFMAN RD, DUBLIN, OH 43017-1027","PUBLIC","Franklin","Central","DUBLIN COFFMAN","GREEN","WHITE","BLACK",747,"Ohio Capital Conference","SHAMROCKS","(AAA)",-83.1317522,40.1063059
"475","DUBLIN SCIOTO","4000 HARD RD","DUBLIN","43016-8349","4000 HARD RD, DUBLIN, OH 43016-8349","PUBLIC","Franklin","Central","DUBLIN SCIOTO","KELLY GREEN","SILVER","WHITE",484,"Ohio Cardinal Conference","IRISH","(AAA)",-83.099011,40.1223529
"476","DUNBAR","1400 Albritton Ave.","DAYTON","45417","1400 Albritton Ave., DAYTON, OH 45417","PUBLIC","Montgomery","Southwest","DAY. DUNBAR","BLUE","WHITE",NA,263,"Dayton City League","WOLVERINES","(AA)",-84.232103,39.734241
"478","EAST","80 Brittain Rd","AKRON","44305","80 Brittain Rd, AKRON, OH 44305","PUBLIC","Summit","Northeast","AKRON EAST","RED","GRAY",NA,315,"Akron City Series","DRAGONS","(AA)",-81.467892,41.0640144
"482","EAST","1500 East Broad Street","COLUMBUS","43205","1500 East Broad Street, COLUMBUS, OH 43205","PUBLIC","Franklin","Central","COLS. EAST","ORANGE","BLACK",NA,259,"Firelands Conference","TIGERS","(AA)",-82.9608814,39.9671025
"483","EAST","474 Bennington Ave","YOUNGSTOWN","44505-3508","474 Bennington Ave, YOUNGSTOWN, OH 44505-3508","PUBLIC","Mahoning","Northeast","YOUNGSTOWN EAST","Gold","Navy Blue","Black",482,"All-American Conference","Golden Bears","(AAA)",-80.6228052,41.1039436
"484","SCIOTOVILLE COMMUNITY","224 MARSHALL AVE","PORTSMOUTH","45662","224 MARSHALL AVE, PORTSMOUTH, OH 45662","PUBLIC","Scioto","Southeast","PORTSMOUTH SCIOTOVILLE","BLUE","GRAY",NA,81,"","TARTANS","(A)",-82.8886315,38.7585589
"486","DUBLIN JEROME","8300 HYLAND-CROY ROAD","DUBLIN","43016-7016","8300 HYLAND-CROY ROAD, DUBLIN, OH 43016-7016","PUBLIC","Union","Central","DUBLIN JEROME","FOREST GREEN","VEGAS GOLD",NA,617,"Ohio Capital Conference","CELTICS","(AAA)",-83.1774505,40.1342063
"488","EAST CANTON","310 BROWNING ST","EAST CANTON","44730-1248","310 BROWNING ST, EAST CANTON, OH 44730-1248","PUBLIC","Stark","Northeast","EAST CANTON","BLUE","GOLD",NA,95,"Inter-Valley Conference","HORNETS","(A)",-81.279889,40.7887826
"490","EAST CLINTON","174 LARRICK RD","SABINA","45169","174 LARRICK RD, SABINA, OH 45169","PUBLIC","Clinton","Southwest","SABINA EAST CLINTON","SCARLET","GRAY",NA,170,"","ASTROS","(AA)",-83.648484,39.418323
"492","EASTERN","1170 TILE MILL RD","BEAVER","45613-9435","1170 TILE MILL RD, BEAVER, OH 45613-9435","PUBLIC","Pike","Southeast","BEAVER EASTERN","BROWN","WHITE",NA,124,"Southern Ohio Conference","EAGLES","(A)",-82.842278,39.0301061
"494","EASTERN","38900 STATE ROUTE 7","REEDSVILLE","45772-9802","38900 STATE ROUTE 7, REEDSVILLE, OH 45772-9802","PUBLIC","Meigs","Southeast","REEDSVILLE EASTERN","GREEN","WHITE",NA,96,"","EAGLES","(A)",-81.8826132,39.1222543
"498","EAST KNOX","23227 COSHOCTON RD","HOWARD","43028-0128","23227 COSHOCTON RD, HOWARD, OH 43028-0128","PUBLIC","Knox","Central","HOWARD EAST KNOX","PURPLE","WHITE",NA,128,"Mid-Ohio Athletic Conference","BULLDOGS","(A)",-82.3294077,40.4093109
"500","EAST LIVERPOOL","100 MAINE BLVD","EAST LIVERPOOL","43920-1936","100 MAINE BLVD, EAST LIVERPOOL, OH 43920-1936","PUBLIC","Columbiana","East","EAST LIVERPOOL","BLUE","WHITE",NA,226,"Buckeye 8","POTTERS","(AAA)",-80.5676996,40.6277331
"502","EASTMOOR ACADEMY","417 S WEYANT AVE","COLUMBUS","43213-2279","417 S WEYANT AVE, COLUMBUS, OH 43213-2279","PUBLIC","Franklin","Central","COLS. EASTMOOR ACAD.","RED","BLUE","WHITE",310,"Firelands Conference","WARRIORS","(AA)",-82.908539,39.966043
"504","EAST PALESTINE","360 W GRANT ST","EAST PALESTINE","44413-1664","360 W GRANT ST, EAST PALESTINE, OH 44413-1664","PUBLIC","Columbiana","Northeast","EAST PALESTINE","BROWN","WHITE",NA,160,"Inter Tri-County League","BULLDOG","(A)",-80.5461021,40.8399626
"506","EAST TECHNICAL","2439 E 55TH ST","CLEVELAND","44104-1501","2439 E 55TH ST, CLEVELAND, OH 44104-1501","PUBLIC","Cuyahoga","Northeast","CLE. EAST TECHNICAL","BROWN","GOLD",NA,385,"Cleveland Senate Athletic League","SCARABS","(AAA)",-81.6499118,41.4924064
"508","EASTWOOD","4900 SUGAR RIDGE RD","PEMBERVILLE","43450-9626","4900 SUGAR RIDGE RD, PEMBERVILLE, OH 43450-9626","PUBLIC","Wood","Northwest","PEMBERVILLE EASTWOOD","RED","COLUMBIA BLUE","WHITE",178,"","EAGLES","(AA)",-83.4901038,41.4276737
"510","EATON","600 HILLCREST DRIVE","EATON","45320","600 HILLCREST DRIVE, EATON, OH 45320","PUBLIC","Preble","Southwest","EATON","PURPLE","GOLD","WHITE",245,"","EAGLES","(AA)",-84.6486044,39.7331336
"512","EDGERTON","111 E RIVER ST","EDGERTON","43517-9623","111 E RIVER ST, EDGERTON, OH 43517-9623","PUBLIC","Williams","Northwest","EDGERTON","MAROON","GOLD",NA,80,"Green Meadows Conference","BULLDOGS","(A)",-84.7464099,41.455736
"514","EDGEWOOD","2428 BLAKE RD","ASHTABULA","44004-4548","2428 BLAKE RD, ASHTABULA, OH 44004-4548","PUBLIC","Ashtabula","Northeast","ASHTABULA EDGEWOOD","SCARLET","GRAY",NA,209,"All-American Conference","WARRIORS","(AA)",-80.7309697,41.8858812
"516","EDGEWOOD","3045 Busenbark Road","TRENTON","45067","3045 Busenbark Road, TRENTON, OH 45067","PUBLIC","Butler","Southwest","TRENTON EDGEWOOD","BLUE","WHITE",NA,481,"Southwest Ohio Conference","COUGARS","(AAA)",-84.4906637,39.4663336
"518","EDISON","2603 ROUTE 113 E","MILAN","44846-9728","2603 ROUTE 113 E, MILAN, OH 44846-9728","PUBLIC","Erie","Northwest","MILAN EDISON","BLUE","ORANGE",NA,197,"","CHARGERS","(AA)",-82.5738477,41.3009226
"519","EDISON","9890 STATE ROUTE 152 N","RICHMOND","43944-0308","9890 STATE ROUTE 152 N, RICHMOND, OH 43944-0308","PUBLIC","Jefferson","East","RICHMOND EDISON","BLACK","SILVER",NA,177,"Buckeye 8","WILDCATS","(AA)",-80.7471935,40.4486009
"520","EDON","802 W Indiana St","Edon","43518-9627","802 W Indiana St, Edon, OH 43518-9627","PUBLIC","Williams","Northwest","EDON","BLUE","SILVER",NA,63,"Buckeye Border Conference","Bombers","(A)",-84.781086,41.558151
"522","ELDER","3900 VINCENT AVE","CINCINNATI","45205-1672","3900 VINCENT AVE, CINCINNATI, OH 45205-1672","PRIVATE","Hamilton","Southwest","CIN. ELDER","PURPLE","WHITE",NA,648,"Greater Catholic League","PANTHERS","(AAA)",-84.580051,39.111911
"524","ELGIN","1150 Keener Road South","MARION","43302","1150 Keener Road South, MARION, OH 43302","PUBLIC","Marion","Central","MARION ELGIN","SCARLET","GRAY",NA,146,"Mid-Ohio Athletic Conference","COMETS","(A)",-83.244939,40.569214
"526","ELIDA","401 E NORTH ST","ELIDA","45807","401 E NORTH ST, ELIDA, OH 45807","PUBLIC","Allen","Northwest","ELIDA","ORANGE","BLACK","GOLD",290,"","BULLDOGS","(AAA)",-84.195762,40.7897771
"528","ELLET","309 WOOLF AVE","AKRON","44312-1629","309 WOOLF AVE, AKRON, OH 44312-1629","PUBLIC","Summit","Northeast","AKRON ELLET","ORANGE","WHITE",NA,470,"Akron City Series","ORANGEMEN","(AAA)",-81.4329501,41.0532797
"530","ELMWOOD","7650 JERRY CITY ROAD","BLOOMDALE","44817-9763","7650 JERRY CITY ROAD, BLOOMDALE, OH 44817-9763","PUBLIC","Wood","Northwest","BLOOMDALE ELMWOOD","ROYAL BLUE","WHITE",NA,152,"","ROYALS","(AA)",-83.5520465,41.255188
"532","ELYRIA","601 Middle Ave","ELYRIA","44035-5850","601 Middle Ave, ELYRIA, OH 44035-5850","PUBLIC","Lorain","Northeast","ELYRIA","RED","WHITE",NA,792,"Greater Cleveland Conference","PIONEERS","(AAA)",-82.1078761,41.3621581
"534","ELYRIA CATHOLIC","725 GULF RD","ELYRIA","44035-3648","725 GULF RD, ELYRIA, OH 44035-3648","PRIVATE","Lorain","Northeast","ELYRIA CATH.","GREEN","WHITE",NA,155,"","PANTHERS","(A)",-82.0932542,41.3825187
"540","EUCLID","711 E 222 STREET","EUCLID","44123-2033","711 E 222 STREET, EUCLID, OH 44123-2033","PUBLIC","Cuyahoga","Northeast","EUCLID","NAVY","GOLD",NA,652,"Greater Cleveland Conference","PANTHERS","(AAA)",-81.5255389,41.5965807
"542","EVERGREEN","14544 COUNTY ROAD 6","METAMORA","43540-9741","14544 COUNTY ROAD 6, METAMORA, OH 43540-9741","PUBLIC","Fulton","Northwest","METAMORA EVERGREEN","GREEN","GOLD",NA,149,"","VIKINGS","(AA)",-83.973045,41.680245
"544","FAIRBANKS","11158 STATE ROUTE 38","Milford Center","43045","11158 STATE ROUTE 38, Milford Center, OH 43045","PUBLIC","Union","Central","MILFORD CENTER FAIRBANKS","RED","WHITE",NA,146,"Ohio Heritage Conference","PANTHERS","(A)",-83.3917154,40.1615231
"548","FAIRBORN","900 E Dayton-Yellow Springs Rd","Fairborn","45324","900 E Dayton-Yellow Springs Rd, Fairborn, OH 45324","PUBLIC","Greene","Southwest","FAIRBORN","NAVY","COLUMBIA BLUE","WHITE",440,"Greater Western Ohio Conference","Skyhawks","(AAA)",-84.0054224,39.7847092
"550","FAIRFIELD","8800 HOLDEN BLVD","FAIRFIELD","45014-2909","8800 HOLDEN BLVD, FAIRFIELD, OH 45014-2909","PUBLIC","Butler","Southwest","FAIRFIELD","RED","WHITE",NA,1169,"Greater Miami Conference","INDIANS","(AAA)",-84.5180408,39.336669
"553","FAIRFIELD CHRISTIAN ACADEMY","1965 N COLUMBUS ST","LANCASTER","43130-1541","1965 N COLUMBUS ST, LANCASTER, OH 43130-1541","PRIVATE","Fairfield","Central","LANCASTER FAIRFIELD CHRISTIAN ACAD.","RED","BLUE","WHITE",41,"Mid-State League","KNIGHTS","(A)",-82.6208245,39.7357485
"554","FAIRFIELD UNION","6675 CINCINNATI-ZANESVILLE RD NE","LANCASTER","43130-9323","6675 CINCINNATI-ZANESVILLE RD NE, LANCASTER, OH 43130-9323","PUBLIC","Fairfield","Southeast","LANCASTER FAIRFIELD UNION","RED","BLACK","WHITE",256,"Mid-State League","FALCONS","(AAA)",-82.4656571,39.7577227
"556","FAIRLAND","812 County Road 411","PROCTORVILLE","45669-9699","812 County Road 411, PROCTORVILLE, OH 45669-9699","PUBLIC","Lawrence","Southeast","PROCTORVILLE FAIRLAND","GREEN","WHITE",NA,205,"","DRAGONS","(AAA)",-82.3568864,38.4481263
"560","FAIRLESS","11885 NAVARRE RD SW","NAVARRE","44662-9428","11885 NAVARRE RD SW, NAVARRE, OH 44662-9428","PUBLIC","Stark","Northeast","NAVARRE FAIRLESS","BLUE","SILVER",NA,188,"Principals Athletic Conference","FALCONS","(AA)",-81.584482,40.7038755
"566","FAIRPORT HARDING","329 VINE ST","FAIRPORT HARBOR","44077-5741","329 VINE ST, FAIRPORT HARBOR, OH 44077-5741","PUBLIC","Lake","Northeast","FAIRPORT HARBOR FAIRPORT HARDING","MAROON","WHITE",NA,83,"Chagrin Valley Conference","SKIPPERS","(A)",-81.2726964,41.7547211
"570","FAIRVIEW","4507 213TH ST","FAIRVIEW PARK","44126-2105","4507 213TH ST, FAIRVIEW PARK, OH 44126-2105","PUBLIC","Cuyahoga","Northeast","FAIRVIEW PARK FAIRVIEW","SCARLET","GRAY",NA,222,"Patriot Athletic Conference","WARRIORS","(AA)",-81.8556896,41.4423345
"572","FAIRVIEW","06289 US HWY 127","SHERWOOD","43556-9801","06289 US HWY 127, SHERWOOD, OH 43556-9801","PUBLIC","Defiance","Northwest","SHERWOOD FAIRVIEW","BLACK","GOLD","WHITE",142,"Green Meadows Conference","APACHES","(AA)",-84.5538573,41.3465584
"576","FAYETTEVILLE-PERRY","501 S APPLE ST","FAYETTEVILLE","45118","501 S APPLE ST, FAYETTEVILLE, OH 45118","PUBLIC","Brown","Southwest","FAYETTEVILLE-PERRY","GREEN","WHITE",NA,127,"Southern Hills Athletic Conference","ROCKETS","(A)",-83.931336,39.1836777
"578","FEDERAL HOCKING","8461 STATE ROUTE 144","STEWART","45778","8461 STATE ROUTE 144, STEWART, OH 45778","PUBLIC","Athens","Southeast","STEWART FEDERAL HOCKING","MAROON","GOLD",NA,119,"Tri-Valley Conference","LANCERS","(A)",-81.879507,39.3119524
"582","BISHOP FENWICK","4855 STATE ROUTE 122","FRANKLIN","45005-9648","4855 STATE ROUTE 122, FRANKLIN, OH 45005-9648","PRIVATE","Warren","Southwest","MIDDLETOWN BISHOP FENWICK","CRIMSON","GOLD",NA,209,"Greater Catholic League Co-Ed Division","FALCONS","(AA)",-84.2944764,39.4919824
"584","FIELD","2900 State Route 43","MOGADORE","44260-9715","2900 State Route 43, MOGADORE, OH 44260-9715","PUBLIC","Portage","Northeast","MOGADORE FIELD","RED","WHITE",NA,219,"","FALCONS","(AA)",-81.345074,41.0681459
"586","FINDLAY","1200 BROAD AVENUE","FINDLAY","45840-2653","1200 BROAD AVENUE, FINDLAY, OH 45840-2653","PUBLIC","Hancock","Northwest","FINDLAY","BLUE","GOLD",NA,612,"Three Rivers Athletic Conference","TROJANS","(AAA)",-83.6659271,41.0566539
"588","FINNEYTOWN","8916 FONTAINEBLEAU TERR","CINCINNATI","45231-4806","8916 FONTAINEBLEAU TERR, CINCINNATI, OH 45231-4806","PUBLIC","Hamilton","Southwest","CIN. FINNEYTOWN","Red","Carolina Blue",NA,178,"Cincinnati Hills League","WILDCATS","(AA)",-84.51559,39.229156
"590","FIRELANDS","10643 VERMILION RD","OBERLIN","44074-9628","10643 VERMILION RD, OBERLIN, OH 44074-9628","PUBLIC","Lorain","Northeast","OBERLIN FIRELANDS","RED","WHITE","BLACK",237,"","FALCONS","(AA)",-82.2988039,41.3368059
"592","FIRESTONE","470 Castle Blvd.","AKRON","44313-6432","470 Castle Blvd., AKRON, OH 44313-6432","PUBLIC","Summit","Northeast","AKRON FIRESTONE","GREEN","GOLD",NA,471,"Akron City Series","FALCONS","(AAA)",-81.5649701,41.1183296
"594","FISHER CATHOLIC","1803 GRANVILLE PIKE","LANCASTER","43130-1042","1803 GRANVILLE PIKE, LANCASTER, OH 43130-1042","PRIVATE","Fairfield","Central","LANCASTER FISHER CATH.","GREEN","WHITE",NA,59,"Toledo Area Athletic Conference","IRISH","(A)",-82.589202,39.744855
"598","FORT FRYE","420 5TH ST","BEVERLY","45715-1089","420 5TH ST, BEVERLY, OH 45715-1089","PUBLIC","Washington","East","BEVERLY FORT FRYE","RED","BLUE","WHITE",137,"","CADETS","(AA)",-81.6316783,39.5475769
"602","FORT LORAMIE","600 E PARK ST","FORT LORAMIE","45845-0290","600 E PARK ST, FORT LORAMIE, OH 45845-0290","PUBLIC","Shelby","Southwest","FORT LORAMIE","RED","BLACK",NA,96,"","REDSKINS","(A)",-84.3659401,40.3477126
"604","FORT RECOVERY","400 East Butler Street","FORT RECOVERY","45846-0604","400 East Butler Street, FORT RECOVERY, OH 45846-0604","PUBLIC","Mercer","Northwest","FORT RECOVERY","PURPLE","WHITE",NA,122,"Tri-Valley Conference","INDIANS","(AA)",-84.7743928,40.4121345
"606","FOSTORIA","1001 PARK AVE","FOSTORIA","44830-1455","1001 PARK AVE, FOSTORIA, OH 44830-1455","PUBLIC","Wood","Northwest","FOSTORIA","RED","BLACK",NA,197,"Northern Lakes League","REDMEN","(AA)",-83.4324676,41.169419
"608","FRANKLIN","750 E 4TH STREET","FRANKLIN","45005-2308","750 E 4TH STREET, FRANKLIN, OH 45005-2308","PUBLIC","Warren","Southwest","FRANKLIN","BLACK","RED",NA,352,"","WILDCATS","(AAA)",-84.2872926,39.5537677
"610","FRANKLIN HEIGHTS","1001 DEMOREST RD","COLUMBUS","43204-1043","1001 DEMOREST RD, COLUMBUS, OH 43204-1043","PUBLIC","Franklin","Central","COLS. FRANKLIN HTS.","GOLD","BLACK",NA,531,"","FALCONS","(AAA)",-83.0918838,39.9326276
"614","FREDERICKTOWN","111 Stadium Drive","FREDERICKTOWN","43019-1267","111 Stadium Drive, FREDERICKTOWN, OH 43019-1267","PUBLIC","Knox","Central","FREDERICKTOWN","RED","GRAY",NA,153,"Knox Morrow Athletic Conference","FREDDIES","(A)",-82.553731,40.475551
"616","FREMONT ROSS","1100 NORTH STREET","FREMONT","43420-1132","1100 NORTH STREET, FREMONT, OH 43420-1132","PUBLIC","Sandusky","Northwest","FREMONT ROSS","PURPLE","WHITE",NA,461,"","LITTLE GIANTS","(AAA)",-83.120392,41.361336
"618","FRONTIER","44870 S.R. 7","NEW MATAMORAS","45767-6149","44870 S.R. 7, NEW MATAMORAS, OH 45767-6149","PUBLIC","Washington","East","NEW MATAMORAS FRONTIER","BLUE","GOLD",NA,80,"Pioneer Valley Conference","COUGARS","(A)",-81.0770126,39.5119634
